순별 기후평년값(1991-2020),,,,,,,,,,,,,,,,,
10-DAY NORMALS,,,,,,,,,,,,,,,,,
지점번호,지점명,월,날짜,"기압(hPa)
Temperature",,"기온(℃)
Temperature",,,,"상대습도(%)
Relative Humidity","증기압(hPa)
Vapour Pressure",,"평균풍속
(m/s)","운량
(1/10)","강수량
(mm)","증발량
(mm)","일조시간
(hr)"
100,대관령,6,상순,1009.4 ,2.6 ,15.2 ,1.8 ,20.8 ,9.8 ,74.8 ,12.6 ,1.4 ,2.9 ,,31.3 ,,74.3 
100,대관령,6,중순,1007.7 ,2.5 ,16.1 ,1.6 ,21.3 ,11.4 ,79.5 ,14.4 ,1.6 ,2.7 ,,48.2 ,,66.4 
100,대관령,6,하순,1006.5 ,2.2 ,17.3 ,1.8 ,21.8 ,13.6 ,84.0 ,16.5 ,1.6 ,2.9 ,,83.1 ,,51.8 
100,대관령,7,상순,1006.2 ,2.6 ,18.5 ,2.1 ,22.6 ,15.3 ,86.0 ,18.4 ,2.1 ,3.1 ,,108.8 ,,47.7 
100,대관령,7,중순,1006.9 ,2.2 ,19.3 ,2.2 ,23.0 ,16.4 ,86.6 ,19.4 ,1.8 ,3.3 ,,127.2 ,,42.0 
100,대관령,7,하순,1007.2 ,2.4 ,20.9 ,2.2 ,24.6 ,18.0 ,85.9 ,21.2 ,2.2 ,3.6 ,,100.3 ,,53.4 
100,대관령,8,상순,1008.1 ,2.3 ,20.9 ,2.2 ,24.9 ,17.9 ,87.0 ,21.6 ,2.2 ,3.0 ,,113.2 ,,48.0 
100,대관령,8,중순,1008.9 ,2.6 ,20.0 ,2.0 ,23.8 ,16.9 ,87.6 ,20.5 ,2.0 ,2.5 ,,104.0 ,,43.9 
100,대관령,8,하순,1010.1 ,2.2 ,18.3 ,1.7 ,22.3 ,15.0 ,87.1 ,18.4 ,2.1 ,2.7 ,,151.2 ,,46.3 
100,대관령,9,상순,1011.7 ,2.3 ,16.5 ,1.4 ,21.1 ,12.7 ,86.5 ,16.4 ,1.8 ,2.6 ,,82.6 ,,47.6 
100,대관령,9,중순,1014.6 ,2.1 ,14.8 ,1.7 ,19.5 ,10.7 ,85.3 ,14.4 ,1.9 ,2.4 ,,97.5 ,,49.7 
100,대관령,9,하순,1017.4 ,1.6 ,12.5 ,1.3 ,17.7 ,7.7 ,84.6 ,12.3 ,1.5 ,2.2 ,,69.6 ,,52.2 
100,대관령,10,상순,1018.1 ,2.0 ,10.9 ,1.5 ,16.4 ,5.9 ,81.4 ,10.7 ,1.6 ,2.8 ,,33.1 ,,59.2 
100,대관령,10,중순,1019.9 ,2.7 ,8.9 ,1.4 ,14.9 ,3.6 ,76.6 ,8.8 ,1.2 ,3.1 ,,35.5 ,,64.2 
100,대관령,10,하순,1020.4 ,2.0 ,6.7 ,1.8 ,12.8 ,1.3 ,72.9 ,7.3 ,1.3 ,3.5 ,,28.9 ,,72.7 
100,대관령,11,상순,1021.1 ,2.8 ,5.2 ,1.9 ,10.7 ,0.0 ,71.1 ,6.5 ,1.3 ,4.1 ,,23.0 ,,61.2 
100,대관령,11,중순,1021.9 ,2.5 ,1.9 ,2.4 ,7.2 ,-3.0 ,69.5 ,5.2 ,1.5 ,4.3 ,,25.2 ,,59.5 
100,대관령,11,하순,1023.0 ,3.0 ,-0.1 ,1.7 ,4.8 ,-4.8 ,70.5 ,4.5 ,0.9 ,4.3 ,,21.2 ,,56.5 
100,대관령,12,상순,1023.6 ,2.9 ,-2.9 ,2.5 ,2.0 ,-7.7 ,67.8 ,3.7 ,0.9 ,4.7 ,,14.0 ,,59.8 
100,대관령,12,중순,1024.3 ,2.6 ,-4.9 ,2.8 ,0.0 ,-9.9 ,64.5 ,3.1 ,0.7 ,5.1 ,,7.3 ,,65.0 
100,대관령,12,하순,1023.5 ,2.9 ,-5.5 ,2.0 ,-0.5 ,-10.5 ,67.4 ,3.1 ,0.6 ,4.9 ,,13.3 ,,68.5 
101,춘천,1,상순,1024.5 ,2.6 ,-4.2 ,3.2 ,1.7 ,-9.3 ,69.3 ,3.2 ,0.9 ,1.1 ,,7.6 ,,53.0 
101,춘천,1,중순,1025.2 ,2.3 ,-4.2 ,2.7 ,1.7 ,-9.3 ,69.3 ,3.3 ,0.8 ,1.0 ,,6.3 ,,52.6 
101,춘천,1,하순,1024.5 ,3.0 ,-3.9 ,2.6 ,2.2 ,-9.4 ,65.6 ,3.2 ,0.7 ,1.2 ,,4.8 ,,64.4 
101,춘천,2,상순,1023.4 ,2.2 ,-3.0 ,2.2 ,3.4 ,-8.8 ,64.4 ,3.2 ,0.8 ,1.2 ,,6.0 ,,60.4 
101,춘천,2,중순,1022.8 ,2.9 ,-0.8 ,1.7 ,5.6 ,-6.5 ,62.2 ,3.6 ,0.9 ,1.2 ,,9.6 ,,62.5 
101,춘천,2,하순,1022.5 ,3.0 ,1.2 ,2.4 ,7.7 ,-4.5 ,63.1 ,4.2 ,0.9 ,1.3 ,,12.0 ,,51.3 
101,춘천,3,상순,1020.3 ,2.2 ,2.8 ,1.4 ,9.0 ,-2.7 ,63.1 ,4.6 ,0.7 ,1.5 ,,11.3 ,,60.7 
101,춘천,3,중순,1019.2 ,2.7 ,5.1 ,1.6 ,11.9 ,-1.3 ,59.6 ,5.1 ,0.8 ,1.5 ,,9.3 ,,64.8 
101,춘천,3,하순,1018.0 ,3.2 ,6.9 ,1.9 ,13.7 ,0.4 ,59.3 ,5.7 ,1.1 ,1.5 ,,12.9 ,,74.5 
101,춘천,4,상순,1016.5 ,2.2 ,9.6 ,1.8 ,16.8 ,2.5 ,58.5 ,6.7 ,1.3 ,1.6 ,,19.8 ,,69.5 
101,춘천,4,중순,1014.1 ,2.5 ,12.0 ,1.9 ,19.2 ,4.9 ,58.2 ,7.7 ,1.4 ,1.6 ,,22.3 ,,70.5 
101,춘천,4,하순,1013.2 ,2.8 ,13.7 ,2.0 ,20.7 ,6.8 ,59.8 ,8.9 ,1.7 ,1.6 ,,29.5 ,,70.1 
101,춘천,5,상순,1011.8 ,2.6 ,16.3 ,1.3 ,23.2 ,9.6 ,62.1 ,11.0 ,1.4 ,1.5 ,,33.8 ,,73.5 
101,춘천,5,중순,1010.8 ,2.6 ,17.2 ,1.3 ,23.6 ,11.1 ,66.9 ,12.5 ,1.4 ,1.4 ,,41.2 ,,69.3 
101,춘천,5,하순,1009.7 ,1.9 ,19.2 ,1.6 ,25.9 ,12.9 ,66.0 ,13.9 ,1.4 ,1.3 ,,24.5 ,,84.6 
101,춘천,6,상순,1008.8 ,2.3 ,21.1 ,1.6 ,27.6 ,15.3 ,67.3 ,16.2 ,1.5 ,1.3 ,,22.9 ,,75.8 
101,춘천,6,중순,1007.0 ,2.2 ,22.3 ,1.2 ,28.4 ,17.0 ,69.8 ,18.2 ,2.1 ,1.3 ,,30.3 ,,72.8 
101,춘천,6,하순,1006.0 ,1.8 ,23.2 ,1.2 ,28.3 ,18.8 ,74.5 ,20.7 ,1.9 ,1.2 ,,69.6 ,,56.4 
101,춘천,7,상순,1005.8 ,2.2 ,24.1 ,1.1 ,28.8 ,20.2 ,78.1 ,23.0 ,2.2 ,1.2 ,,113.2 ,,51.5 
101,춘천,7,중순,1006.6 ,2.4 ,24.5 ,1.4 ,28.8 ,21.1 ,80.6 ,24.5 ,2.0 ,1.2 ,,142.3 ,,43.2 
101,춘천,7,하순,1007.0 ,2.4 ,25.8 ,1.6 ,30.2 ,22.4 ,81.2 ,26.7 ,2.6 ,1.2 ,,142.7 ,,49.4 
101,춘천,8,상순,1007.6 ,2.2 ,26.2 ,1.7 ,31.0 ,22.6 ,80.8 ,27.1 ,2.6 ,1.2 ,,128.2 ,,53.2 
101,춘천,8,중순,1008.3 ,2.3 ,25.4 ,1.5 ,30.3 ,21.6 ,80.8 ,25.8 ,2.4 ,1.1 ,,87.1 ,,54.5 
101,춘천,8,하순,1009.5 ,2.1 ,23.5 ,1.3 ,28.5 ,19.7 ,79.9 ,22.9 ,2.3 ,1.2 ,,104.6 ,,58.7 
101,춘천,9,상순,1011.2 ,2.2 ,21.8 ,1.0 ,27.3 ,17.7 ,78.8 ,20.4 ,2.1 ,1.1 ,,50.1 ,,56.9 
101,춘천,9,중순,1014.0 ,2.1 ,19.9 ,1.5 ,25.7 ,15.4 ,78.3 ,17.9 ,2.2 ,1.1 ,,56.2 ,,56.7 
101,춘천,9,하순,1016.7 ,1.5 ,17.6 ,1.4 ,23.9 ,12.8 ,77.6 ,15.3 ,1.7 ,1.0 ,,21.9 ,,59.7 
101,춘천,10,상순,1017.8 ,1.8 ,15.4 ,1.5 ,21.9 ,10.4 ,77.9 ,13.4 ,1.7 ,1.0 ,,19.7 ,,57.1 
101,춘천,10,중순,1019.7 ,2.5 ,12.9 ,1.5 ,20.1 ,7.6 ,76.4 ,11.2 ,1.5 ,1.0 ,,12.9 ,,59.3 
101,춘천,10,하순,1020.6 ,1.7 ,10.2 ,1.8 ,17.2 ,4.7 ,74.2 ,9.2 ,1.5 ,1.0 ,,16.7 ,,62.4 
101,춘천,11,상순,1021.6 ,2.4 ,8.2 ,2.1 ,14.8 ,2.8 ,73.3 ,8.0 ,1.4 ,1.0 ,,16.8 ,,49.7 
101,춘천,11,중순,1022.6 ,2.1 ,5.1 ,2.6 ,10.9 ,0.3 ,72.0 ,6.6 ,1.8 ,1.1 ,,18.6 ,,49.6 
101,춘천,11,하순,1023.7 ,2.7 ,2.6 ,1.8 ,8.0 ,-1.8 ,74.7 ,5.6 ,1.0 ,1.0 ,,12.9 ,,42.5 
101,춘천,12,상순,1024.7 ,2.6 ,-0.3 ,2.1 ,4.9 ,-4.8 ,71.7 ,4.5 ,0.9 ,1.1 ,,9.9 ,,44.1 
101,춘천,12,중순,1025.6 ,2.5 ,-2.6 ,2.6 ,2.9 ,-7.3 ,71.3 ,3.8 ,0.9 ,1.0 ,,5.8 ,,49.9 
101,춘천,12,하순,1024.6 ,2.6 ,-3.1 ,2.2 ,2.6 ,-7.7 ,71.5 ,3.6 ,0.8 ,1.0 ,,8.5 ,,54.4 
102,백령도,1,상순,1025.5 ,2.6 ,-0.9 ,2.6 ,1.5 ,-3.0 ,64.1 ,3.8 ,0.8 ,4.4 ,5.5 ,7.2 ,,41.4 
102,백령도,1,중순,1025.8 ,2.9 ,-1.3 ,2.2 ,1.3 ,-3.4 ,64.8 ,3.7 ,0.8 ,4.3 ,5.6 ,3.6 ,,42.6 
102,백령도,1,하순,1025.2 ,2.6 ,-1.7 ,2.5 ,0.9 ,-3.8 ,61.4 ,3.5 ,0.8 ,4.5 ,5.1 ,2.5 ,,55.9 
102,백령도,2,상순,1024.7 ,2.2 ,-1.4 ,2.4 ,1.2 ,-3.7 ,61.5 ,3.6 ,0.9 ,4.4 ,5.0 ,3.5 ,,54.9 
102,백령도,2,중순,1024.3 ,3.2 ,0.1 ,1.7 ,2.9 ,-2.2 ,61.3 ,4.0 ,0.9 ,4.5 ,4.3 ,6.9 ,,63.8 
102,백령도,2,하순,1022.8 ,3.5 ,1.8 ,1.9 ,4.8 ,-0.5 ,67.0 ,4.9 ,1.1 ,4.2 ,5.0 ,7.0 ,,47.9 
102,백령도,3,상순,1021.1 ,2.3 ,1.9 ,1.3 ,4.9 ,-0.5 ,64.5 ,4.7 ,0.8 ,4.7 ,4.6 ,7.8 ,,66.1 
102,백령도,3,중순,1019.5 ,3.1 ,4.0 ,1.6 ,7.4 ,1.5 ,65.6 ,5.5 ,0.9 ,4.8 ,4.4 ,4.8 ,,69.1 
102,백령도,3,하순,1018.3 ,3.2 ,5.2 ,1.5 ,8.7 ,2.7 ,66.4 ,5.9 ,1.1 ,4.8 ,4.3 ,5.7 ,,81.7 
102,백령도,4,상순,1016.6 ,2.9 ,7.4 ,1.4 ,11.2 ,4.5 ,65.7 ,6.7 ,0.8 ,5.1 ,4.5 ,8.3 ,,73.5 
102,백령도,4,중순,1014.2 ,2.5 ,9.1 ,1.8 ,13.1 ,6.1 ,65.6 ,7.5 ,1.1 ,5.3 ,4.8 ,17.2 ,,72.1 
102,백령도,4,하순,1013.5 ,2.9 ,10.7 ,1.6 ,14.7 ,7.6 ,65.7 ,8.4 ,1.1 ,5.4 ,4.7 ,22.0 ,,73.8 
102,백령도,5,상순,1011.7 ,2.7 ,13.1 ,1.3 ,17.5 ,9.5 ,68.2 ,10.0 ,1.1 ,5.1 ,4.7 ,18.1 ,,76.3 
102,백령도,5,중순,1010.3 ,2.9 ,13.9 ,1.1 ,17.9 ,10.7 ,71.8 ,11.2 ,1.1 ,5.3 ,5.3 ,26.9 ,,75.9 
102,백령도,5,하순,1009.7 ,2.0 ,16.4 ,1.2 ,20.7 ,13.0 ,70.2 ,12.8 ,1.6 ,4.6 ,5.0 ,29.2 ,,87.4 
102,백령도,6,상순,1008.8 ,2.8 ,17.9 ,1.5 ,21.9 ,14.7 ,75.1 ,15.1 ,1.6 ,3.9 ,5.7 ,10.8 ,,69.6 
102,백령도,6,중순,1006.7 ,2.1 ,19.0 ,1.0 ,22.8 ,16.0 ,81.3 ,17.6 ,1.8 ,3.9 ,6.2 ,20.0 ,,65.4 
102,백령도,6,하순,1005.5 ,2.1 ,20.2 ,1.1 ,23.8 ,17.5 ,84.3 ,19.9 ,2.0 ,4.2 ,6.9 ,41.2 ,,56.0 
102,백령도,7,상순,1004.6 ,1.9 ,21.3 ,1.0 ,24.9 ,18.6 ,85.9 ,21.7 ,2.3 ,3.9 ,7.1 ,52.0 ,,54.3 
102,백령도,7,중순,1005.7 ,2.5 ,22.0 ,1.1 ,25.1 ,19.7 ,88.4 ,23.4 ,2.4 ,4.3 ,7.7 ,80.4 ,,40.6 
102,백령도,7,하순,1006.6 ,1.8 ,23.4 ,1.2 ,26.3 ,21.3 ,89.6 ,25.9 ,2.5 ,4.1 ,7.9 ,68.7 ,,41.7 
102,백령도,8,상순,1006.5 ,2.3 ,24.8 ,1.3 ,27.8 ,22.4 ,85.7 ,26.7 ,2.5 ,3.9 ,6.5 ,59.9 ,,59.6 
102,백령도,8,중순,1007.4 ,2.6 ,23.9 ,1.4 ,27.0 ,21.7 ,85.2 ,25.3 ,2.6 ,3.8 ,6.6 ,44.7 ,,55.9 
102,백령도,8,하순,1008.8 ,2.3 ,22.8 ,0.9 ,26.0 ,20.4 ,80.5 ,22.4 ,2.2 ,3.6 ,5.6 ,53.9 ,,74.1 
102,백령도,9,상순,1011.2 ,2.5 ,21.3 ,1.1 ,24.5 ,18.9 ,78.7 ,20.0 ,2.4 ,3.5 ,5.2 ,40.7 ,,69.6 
102,백령도,9,중순,1014.1 ,1.8 ,20.4 ,1.0 ,23.7 ,18.1 ,76.5 ,18.3 ,1.8 ,3.4 ,5.1 ,37.6 ,,69.1 
102,백령도,9,하순,1016.6 ,1.5 ,18.7 ,1.0 ,22.2 ,16.3 ,72.6 ,15.8 ,1.5 ,3.2 ,4.4 ,12.3 ,,73.8 
102,백령도,10,상순,1017.6 ,2.0 ,16.6 ,1.1 ,19.7 ,14.2 ,69.4 ,13.3 ,1.5 ,3.6 ,4.4 ,9.8 ,,71.8 
102,백령도,10,중순,1020.1 ,2.4 ,14.9 ,1.2 ,18.1 ,12.7 ,67.2 ,11.7 ,1.7 ,3.8 ,3.8 ,4.5 ,,73.8 
102,백령도,10,하순,1020.7 ,2.3 ,12.6 ,1.9 ,15.6 ,10.3 ,66.9 ,10.2 ,1.9 ,4.1 ,4.2 ,16.8 ,,71.9 
102,백령도,11,상순,1021.0 ,2.1 ,10.6 ,1.8 ,13.4 ,8.3 ,67.5 ,9.0 ,1.6 ,4.6 ,4.9 ,21.2 ,,55.0 
102,백령도,11,중순,1022.4 ,2.2 ,7.4 ,2.3 ,10.1 ,5.1 ,62.5 ,6.8 ,2.0 ,4.6 ,5.1 ,10.1 ,,49.7 
102,백령도,11,하순,1023.6 ,3.0 ,5.7 ,1.7 ,8.3 ,3.2 ,64.0 ,6.1 ,1.0 ,4.8 ,5.6 ,10.7 ,,42.0 
102,백령도,12,상순,1024.6 ,3.2 ,2.7 ,2.4 ,5.4 ,0.3 ,63.5 ,5.0 ,1.0 ,4.9 ,6.2 ,7.6 ,,36.2 
102,백령도,12,중순,1025.8 ,2.7 ,0.9 ,2.4 ,3.5 ,-1.3 ,64.1 ,4.4 ,0.8 ,4.8 ,6.1 ,6.2 ,,37.8 
102,백령도,12,하순,1025.1 ,2.9 ,0.0 ,2.1 ,2.6 ,-2.3 ,63.9 ,4.1 ,0.7 ,4.9 ,5.7 ,7.8 ,,43.3 
105,강릉,1,상순,1021.5 ,2.6 ,1.4 ,2.4 ,5.8 ,-2.2 ,43.3 ,3.2 ,0.9 ,3.6 ,,11.8 ,,63.5 
105,강릉,1,중순,1022.8 ,2.3 ,0.8 ,2.0 ,5.2 ,-2.6 ,49.2 ,3.5 ,1.0 ,3.2 ,,19.2 ,,59.5 
105,강릉,1,하순,1022.1 ,3.0 ,0.6 ,2.3 ,4.9 ,-3.1 ,47.6 ,3.4 ,0.9 ,3.3 ,,16.9 ,,67.2 
105,강릉,2,상순,1021.0 ,2.1 ,1.4 ,2.1 ,5.9 ,-2.4 ,46.8 ,3.4 ,0.8 ,3.3 ,,11.7 ,,64.2 
105,강릉,2,중순,1021.0 ,3.0 ,2.8 ,1.8 ,7.1 ,-1.2 ,48.6 ,3.8 ,1.0 ,3.1 ,,21.4 ,,66.0 
105,강릉,2,하순,1021.2 ,3.1 ,4.1 ,2.4 ,8.7 ,-0.1 ,53.0 ,4.4 ,1.1 ,2.8 ,,14.9 ,,52.1 
105,강릉,3,상순,1019.2 ,2.7 ,5.0 ,2.0 ,9.4 ,1.0 ,54.7 ,4.7 ,0.9 ,2.9 ,,25.5 ,,61.9 
105,강릉,3,중순,1018.3 ,3.5 ,7.2 ,2.0 ,11.9 ,2.4 ,51.2 ,5.1 ,0.8 ,2.9 ,,19.4 ,,65.4 
105,강릉,3,하순,1017.1 ,3.5 ,8.8 ,2.4 ,13.5 ,4.2 ,52.5 ,5.7 ,1.0 ,2.8 ,,20.3 ,,72.1 
105,강릉,4,상순,1015.9 ,2.3 ,11.0 ,1.7 ,15.9 ,6.2 ,51.8 ,6.5 ,1.1 ,2.8 ,,25.4 ,,67.0 
105,강릉,4,중순,1013.6 ,2.7 ,12.9 ,2.2 ,17.8 ,8.1 ,53.6 ,7.6 ,1.3 ,2.8 ,,22.4 ,,68.5 
105,강릉,4,하순,1012.5 ,3.1 ,15.2 ,1.9 ,20.2 ,10.3 ,51.2 ,8.3 ,1.7 ,2.9 ,,34.2 ,,74.1 
105,강릉,5,상순,1011.6 ,2.8 ,16.5 ,1.9 ,21.4 ,11.7 ,58.5 ,10.3 ,1.4 ,2.6 ,,24.4 ,,67.7 
105,강릉,5,중순,1010.4 ,3.0 ,17.8 ,2.0 ,22.4 ,13.3 ,59.2 ,11.4 ,1.6 ,2.5 ,,29.1 ,,71.4 
105,강릉,5,하순,1009.6 ,2.4 ,19.4 ,2.4 ,24.2 ,14.9 ,60.1 ,12.8 ,1.4 ,2.3 ,,25.7 ,,79.6 
105,강릉,6,상순,1009.2 ,2.5 ,20.5 ,2.0 ,24.8 ,16.3 ,64.6 ,14.9 ,1.5 ,2.0 ,,21.6 ,,66.3 
105,강릉,6,중순,1007.7 ,2.3 ,21.1 ,1.6 ,25.2 ,17.3 ,70.4 ,17.1 ,1.5 ,1.8 ,,30.2 ,,60.8 
105,강릉,6,하순,1006.5 ,2.3 ,22.4 ,2.0 ,26.3 ,19.0 ,72.9 ,19.3 ,1.6 ,1.9 ,,66.7 ,,49.9 
105,강릉,7,상순,1006.2 ,2.6 ,23.4 ,2.5 ,27.0 ,20.3 ,75.6 ,21.4 ,1.9 ,1.8 ,,88.8 ,,47.2 
105,강릉,7,중순,1006.9 ,2.1 ,24.4 ,2.8 ,27.8 ,21.4 ,75.0 ,22.4 ,1.7 ,2.0 ,,93.3 ,,44.9 
105,강릉,7,하순,1007.1 ,2.5 ,26.1 ,2.8 ,29.5 ,23.1 ,73.5 ,24.3 ,2.0 ,2.0 ,,68.2 ,,56.8 
105,강릉,8,상순,1008.0 ,2.2 ,26.0 ,2.4 ,29.7 ,23.0 ,76.2 ,25.3 ,1.9 ,1.8 ,,75.9 ,,49.8 
105,강릉,8,중순,1008.8 ,2.6 ,25.2 ,2.4 ,28.7 ,22.3 ,77.0 ,24.4 ,1.9 ,1.9 ,,94.5 ,,49.3 
105,강릉,8,하순,1009.9 ,2.2 ,23.7 ,1.5 ,27.4 ,20.5 ,76.1 ,22.1 ,2.3 ,1.9 ,,122.6 ,,52.2 
105,강릉,9,상순,1011.4 ,2.4 ,22.3 ,1.3 ,26.2 ,18.9 ,74.4 ,19.8 ,2.0 ,2.0 ,,86.2 ,,54.2 
105,강릉,9,중순,1014.3 ,2.1 ,20.6 ,1.3 ,24.7 ,17.1 ,73.3 ,17.7 ,1.9 ,2.1 ,,87.8 ,,51.8 
105,강릉,9,하순,1016.8 ,1.7 ,18.8 ,1.1 ,23.0 ,15.0 ,71.2 ,15.3 ,1.6 ,2.2 ,,55.2 ,,56.1 
105,강릉,10,상순,1017.3 ,1.8 ,17.5 ,1.1 ,22.0 ,13.5 ,66.4 ,13.2 ,1.8 ,2.4 ,,41.7 ,,59.4 
105,강릉,10,중순,1018.9 ,2.6 ,15.8 ,1.4 ,20.5 ,11.7 ,60.9 ,10.9 ,1.5 ,2.6 ,,41.9 ,,62.5 
105,강릉,10,하순,1019.5 ,2.0 ,13.7 ,1.6 ,18.6 ,9.5 ,57.7 ,9.1 ,1.5 ,2.6 ,,30.3 ,,70.5 
105,강릉,11,상순,1020.2 ,2.8 ,12.2 ,1.8 ,16.8 ,8.1 ,55.0 ,7.9 ,1.6 ,2.7 ,,28.4 ,,60.0 
105,강릉,11,중순,1020.8 ,2.6 ,9.2 ,2.1 ,13.6 ,5.3 ,51.5 ,6.4 ,2.1 ,2.9 ,,25.0 ,,59.6 
105,강릉,11,하순,1021.8 ,2.8 ,7.2 ,1.5 ,11.6 ,3.4 ,51.7 ,5.4 ,1.2 ,2.9 ,,27.7 ,,55.5 
105,강릉,12,상순,1022.3 ,3.0 ,4.6 ,2.4 ,9.1 ,0.8 ,47.4 ,4.4 ,1.1 ,3.2 ,,16.7 ,,59.7 
105,강릉,12,중순,1022.9 ,2.6 ,2.9 ,2.5 ,7.4 ,-0.9 ,43.6 ,3.7 ,0.9 ,3.3 ,,6.1 ,,63.3 
105,강릉,12,하순,1021.9 ,2.8 ,2.4 ,2.0 ,6.8 ,-1.3 ,45.8 ,3.7 ,0.9 ,3.4 ,,14.1 ,,66.8 
106,동해,1,상순,1020.9 ,2.7 ,1.7 ,2.4 ,6.0 ,-2.4 ,43.9 ,3.4 ,1.0 ,2.8 ,,10.6 ,,62.7 
106,동해,1,중순,1022.1 ,2.4 ,1.1 ,1.9 ,5.3 ,-2.7 ,51.0 ,3.7 ,1.1 ,2.7 ,,19.2 ,,57.0 
106,동해,1,하순,1021.4 ,3.0 ,0.7 ,2.1 ,4.9 ,-3.3 ,48.0 ,3.5 ,0.9 ,2.8 ,,16.5 ,,68.4 
106,동해,2,상순,1020.5 ,2.4 ,1.6 ,2.1 ,5.9 ,-2.6 ,48.4 ,3.6 ,0.9 ,2.7 ,,9.9 ,,64.4 
106,동해,2,중순,1020.7 ,3.2 ,2.9 ,1.9 ,7.1 ,-1.2 ,51.5 ,4.1 ,1.1 ,2.6 ,,20.5 ,,65.7 
106,동해,2,하순,1020.8 ,3.3 ,4.1 ,2.0 ,8.4 ,-0.1 ,57.6 ,4.8 ,1.2 ,2.6 ,,13.7 ,,50.9 
106,동해,3,상순,1018.5 ,2.6 ,5.0 ,1.9 ,9.2 ,0.9 ,57.5 ,5.0 ,1.0 ,2.7 ,,21.5 ,,63.6 
106,동해,3,중순,1017.6 ,3.4 ,6.9 ,2.1 ,11.3 ,2.3 ,55.3 ,5.5 ,0.9 ,2.8 ,,20.1 ,,65.2 
106,동해,3,하순,1016.3 ,3.1 ,8.5 ,2.2 ,12.9 ,4.0 ,56.4 ,6.2 ,1.0 ,2.7 ,,16.0 ,,73.6 
106,동해,4,상순,1015.3 ,2.2 ,10.3 ,1.6 ,14.8 ,5.8 ,57.3 ,7.1 ,1.3 ,2.8 ,,24.5 ,,67.7 
106,동해,4,중순,1013.4 ,2.6 ,12.2 ,1.9 ,16.7 ,7.7 ,60.2 ,8.3 ,1.4 ,2.9 ,,16.2 ,,71.2 
106,동해,4,하순,1012.2 ,3.1 ,14.0 ,1.8 ,18.7 ,9.6 ,58.8 ,9.1 ,1.6 ,2.7 ,,31.7 ,,73.0 
106,동해,5,상순,1011.2 ,2.9 ,15.3 ,2.0 ,20.1 ,11.1 ,65.8 ,11.0 ,1.0 ,2.5 ,,19.5 ,,68.9 
106,동해,5,중순,1010.0 ,2.9 ,16.3 ,2.1 ,20.7 ,12.3 ,67.7 ,12.0 ,1.2 ,2.4 ,,24.1 ,,71.2 
106,동해,5,하순,1009.2 ,2.4 ,18.0 ,2.0 ,22.4 ,14.0 ,67.4 ,13.4 ,1.3 ,2.3 ,,19.7 ,,81.2 
106,동해,6,상순,1009.0 ,2.6 ,18.6 ,1.5 ,22.6 ,15.0 ,73.0 ,15.2 ,1.5 ,2.0 ,,18.6 ,,69.3 
106,동해,6,중순,1007.4 ,2.3 ,19.3 ,1.3 ,23.1 ,16.3 ,79.4 ,17.6 ,1.1 ,1.9 ,,27.6 ,,59.8 
106,동해,6,하순,1006.1 ,2.4 ,20.9 ,1.9 ,24.5 ,18.1 ,81.1 ,19.9 ,1.7 ,1.8 ,,59.8 ,,50.7 
106,동해,7,상순,1006.1 ,2.4 ,22.0 ,2.2 ,25.3 ,19.3 ,83.5 ,21.9 ,2.2 ,1.8 ,,88.7 ,,48.0 
106,동해,7,중순,1006.5 ,2.3 ,23.0 ,2.4 ,26.4 ,20.2 ,82.0 ,22.8 ,2.1 ,1.9 ,,89.2 ,,47.5 
106,동해,7,하순,1007.0 ,2.3 ,24.5 ,2.3 ,28.1 ,21.8 ,81.0 ,24.7 ,2.3 ,1.7 ,,52.9 ,,59.5 
106,동해,8,상순,1007.5 ,2.3 ,25.1 ,2.0 ,28.7 ,22.3 ,82.9 ,26.2 ,2.2 ,1.7 ,,73.8 ,,56.5 
106,동해,8,중순,1008.3 ,2.7 ,24.3 ,2.0 ,27.8 ,21.5 ,82.9 ,25.1 ,2.2 ,1.8 ,,71.2 ,,52.8 
106,동해,8,하순,1009.4 ,2.2 ,23.0 ,1.4 ,26.6 ,19.8 ,81.3 ,22.7 ,2.0 ,1.9 ,,82.2 ,,54.0 
106,동해,9,상순,1011.0 ,2.6 ,21.4 ,1.1 ,25.1 ,17.9 ,80.5 ,20.4 ,1.7 ,2.1 ,,82.8 ,,56.7 
106,동해,9,중순,1013.8 ,2.4 ,20.0 ,1.3 ,23.8 ,16.5 ,79.2 ,18.5 ,2.0 ,2.3 ,,84.3 ,,52.0 
106,동해,9,하순,1016.3 ,2.2 ,18.2 ,1.2 ,22.4 ,14.2 ,77.4 ,16.2 ,1.8 ,2.2 ,,52.7 ,,56.6 
106,동해,10,상순,1016.7 ,1.7 ,17.0 ,1.1 ,21.4 ,12.9 ,71.8 ,14.0 ,2.0 ,2.3 ,,42.8 ,,59.1 
106,동해,10,중순,1018.6 ,2.8 ,15.3 ,1.3 ,20.0 ,10.9 ,66.4 ,11.6 ,1.6 ,2.4 ,,31.8 ,,62.2 
106,동해,10,하순,1019.1 ,2.2 ,13.2 ,1.7 ,17.8 ,8.7 ,63.8 ,9.8 ,1.7 ,2.4 ,,28.3 ,,68.9 
106,동해,11,상순,1019.7 ,2.7 ,11.9 ,1.7 ,16.4 ,7.3 ,59.9 ,8.5 ,1.9 ,2.5 ,,26.4 ,,60.4 
