
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 01월 01일~01월 31일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
홍천,212,01-02,      -4.7,       2.0,     -10.3,       0.3,      66.4,       5.2,,,    1006.6,    1024.8,       0.9
태백,216,01-02,      -4.3,       1.1,      -9.1,       0.2,      55.5,       5.8,,,     934.4,    1022.1,       1.7
정선군,217,01-02,      -3.9,       1.8,      -9.0,       0.1,      60.8,       5.1,,,     986.3,    1025.6,       1.9
제천,221,01-02,      -4.8,       1.6,     -10.7,       0.4,      68.4,       5.7,,,     991.4,    1024.7,       1.4
보은,226,01-02,      -2.8,       3.5,      -8.5,       0.3,      66.7,       5.5,,,    1002.2,    1024.3,       1.5
천안,232,01-02,      -2.1,       3.4,      -7.2,       0.4,      68.6,       5.4,,,    1020.6,    1024.7,       1.7
보령,235,01-02,       0.2,       4.8,      -4.0,       0.5,      69.8,       5.4,,,    1022.4,    1024.8,       1.8
부여,236,01-02,      -1.4,       4.8,      -6.5,       0.4,      72.7,       5.3,,,    1023.3,    1025.1,       1.0
금산,238,01-02,      -2.2,       4.5,      -7.9,       0.4,      70.0,       5.5,,,    1003.2,    1025.0,       1.1
부안,243,01-02,       0.1,       5.1,      -4.6,       0.6,      74.8,       4.9,,,    1023.7,    1025.1,       1.3
임실,244,01-02,      -2.5,       4.1,      -8.2,       0.5,      74.1,       5.2,,,     993.9,    1025.3,       1.2
정읍,245,01-02,       0.1,       5.2,      -4.3,       0.8,      73.7,       4.7,,,    1019.0,    1024.9,       1.0
남원,247,01-02,      -1.4,       5.2,      -7.0,       0.5,      71.5,       5.4,,,    1012.0,    1025.0,       1.3
장수,248,01-02,      -2.8,       3.5,      -8.4,       0.6,      71.2,       5.3,,,     973.9,    1025.0,       1.8
영광군,252,01-02,      -0.5,       4.3,      -5.1,       0.7,      74.4,       4.9,,,    1020.9,    1025.8,       2.1
김해시,253,01-02,       1.8,       7.2,      -2.5,       0.0,      43.6,       7.6,,,    1016.7,    1024.2,       2.6
순창군,254,01-02,      -2.1,       4.1,      -7.6,       0.4,      73.0,       5.6,,,    1009.9,    1026.1,       1.5
양산시,257,01-02,       2.0,       7.8,      -2.7,       0.0,      47.6,       7.3,,,    1022.7,    1024.5,       2.1
강진군,259,01-02,       1.0,       6.3,      -3.8,       0.3,      68.5,       5.9,,,    1024.2,    1025.8,       2.6
장흥,260,01-02,       1.1,       7.1,      -4.1,       0.3,      67.5,       5.5,,,    1018.7,    1024.2,       2.4
해남,261,01-02,       1.6,       7.0,      -3.5,       0.4,      70.8,       5.4,,,    1022.4,    1024.7,       2.1
고흥,262,01-02,       1.8,       7.7,      -3.4,       0.1,      63.1,       5.7,,,    1017.4,    1024.0,       2.0
의령군,263,01-02,      -0.8,       7.7,      -7.2,       0.0,      65.5,       7.1,,,    1022.8,    1024.9,       1.2
함양군,264,01-02,      -0.1,       6.2,      -6.0,       0.1,      64.1,       6.5,,,    1006.1,    1025.5,       2.0
진도군,268,01-02,       2.2,       6.3,      -1.9,       0.7,,,,,,,       2.5
봉화,271,01-02,      -3.9,       3.3,     -10.4,       0.2,      62.0,       6.4,,,     982.8,    1022.8,       1.6
영주,272,01-02,      -2.0,       3.0,      -7.1,       0.2,      57.7,       6.4,,,     996.6,    1023.1,       4.0
문경,273,01-02,      -1.4,       3.8,      -6.2,       0.2,      54.8,       5.6,,,    1001.9,    1023.6,       2.4
청송군,276,01-02,      -2.9,       3.9,      -9.1,       0.0,      59.0,       6.7,,,     998.5,    1024.9,       1.9
영덕,277,01-02,       1.3,       6.2,      -2.9,       0.4,      47.9,       6.8,,,    1016.8,    1022.4,       3.5
의성,278,01-02,      -3.0,       5.2,      -9.8,       0.1,      63.7,       5.8,,,    1013.6,    1023.8,       1.3
구미,279,01-02,      -0.4,       5.4,      -5.4,       0.1,      59.0,       5.6,,,    1017.9,    1023.8,       1.9
영천,281,01-02,      -0.4,       5.9,      -5.8,       0.0,      54.8,       5.7,,,    1011.5,    1023.3,       2.5
경주시,283,01-02,       0.2,       6.2,      -5.0,       0.1,      52.0,       7.2,,,    1019.3,    1024.3,       3.1
경주시,283,01-02,       0.2,       6.2,      -5.0,       0.1,      52.0,       7.2,,,    1019.3,    1024.3,       3.1
거창,284,01-02,      -1.1,       6.1,      -7.3,       0.2,      60.7,       6.5,,,     995.7,    1023.9,       1.5
합천,285,01-02,       0.0,       7.6,      -6.0,       0.0,      58.9,       6.4,,,    1019.7,    1023.8,       1.2
밀양,288,01-02,       0.4,       7.8,      -5.6,       0.1,      57.4,       6.6,,,    1021.7,    1023.3,       1.4
산청,289,01-02,       0.7,       6.8,      -4.3,       0.1,      53.5,       5.8,,,    1006.4,    1024.1,       2.4
거제,294,01-02,       3.0,       8.0,      -1.3,       0.2,      52.5,       5.8,,,    1017.5,    1022.5,       1.8
남해,295,01-02,       2.6,       7.7,      -1.9,       0.2,      54.9,       6.6,,,    1018.0,    1023.8,       1.8
강남,400,01-02,      -1.2,       2.4,      -4.7,       0.3,,,,,,,       1.7
서초,401,01-02,      -1.1,       2.6,      -4.7,       0.3,,,,,,,       1.5
강동,402,01-02,      -2.4,       2.2,      -6.8,       0.3,,,,,,,       1.3
송파,403,01-02,      -0.8,       3.0,      -4.5,       0.3,,,,,,,       1.7
강서,404,01-02,      -1.8,       2.0,      -5.4,       0.4,,,,,,,       1.6
양천,405,01-02,      -1.2,       2.5,      -4.7,       0.5,,,,,,,       1.5
도봉,406,01-02,      -2.7,       2.2,      -7.4,       0.3,,,,,,,       1.1
노원,407,01-02,      -3.2,       2.3,      -8.5,       0.2,,,,,,,       1.5
동대문,408,01-02,      -1.0,       2.7,      -4.8,       0.2,,,,,,,       1.7
중랑,409,01-02,      -1.4,       2.4,      -5.2,       0.4,,,,,,,       1.8
기상청,410,01-02,      -1.3,       2.4,      -4.7,       0.5,,,,,,,       1.8
마포,411,01-02,      -1.4,       2.3,      -4.8,       0.3,,,,,,,       2.3
서대문,412,01-02,      -2.4,       2.1,      -6.3,       0.5,,,,,,,       1.8
광진,413,01-02,      -1.2,       2.5,      -4.9,       0.2,,,,,,,       1.8
성북,414,01-02,      -2.4,       1.6,      -5.9,       0.3,,,,,,,       1.4
용산,415,01-02,      -1.3,       2.2,      -4.8,       0.6,,,,,,,       1.5
은평,416,01-02,      -2.8,       1.9,      -7.1,       0.3,,,,,,,       1.8
금천,417,01-02,      -0.9,       2.6,      -4.1,       0.3,,,,,,,       1.6
중구,419,01-02,      -3.2,       0.5,      -6.5,       0.3,,,,,,,       2.6
성동,421,01-02,      -1.2,       2.1,      -4.4,       0.2,,,,,,,       2.1
구로,423,01-02,      -2.2,       1.9,      -6.0,       0.3,,,,,,,       1.6
강북,424,01-02,      -1.7,       2.2,      -5.2,       0.1,,,,,,,       1.7
남현,425,01-02,      -2.2,       1.7,      -6.1,       0.1,,,,,,,       1.2
부천,433,01-02,      -1.3,       2.4,      -4.7,       0.1,,,,,,,       1.1
안양,434,01-02,      -1.3,       2.1,      -4.6,       0.2,,,,,,,       2.2
광명,437,01-02,      -0.8,       2.5,      -4.0,       0.1,,,,,,,       1.8
군포,438,01-02,      -1.0,       2.6,      -4.4,       0.3,,,,,,,       1.3
김포,441,01-02,      -3.1,       1.6,      -7.3,       0.0,,,,,,,       1.3
하남,444,01-02,      -2.3,       2.6,      -6.8,       0.2,,,,,,,       0.8
의왕,445,01-02,      -2.5,       1.8,      -6.6,       0.2,,,,,,,       1.1
포천,504,01-02,      -4.4,       1.6,     -10.2,       0.4,,,,,,,       1.1
가평조종,505,01-02,      -5.2,       0.8,     -11.1,       0.5,,,,,,,       1.2
영등포,510,01-02,      -0.9,       2.5,      -4.3,       0.4,,,,,,,       1.5
인천연수,512,01-02,      -1.3,       2.7,      -5.5,       0.4,,,,,,,       1.7
안성,516,01-02,      -2.4,       2.9,      -7.3,       0.7,,,,,,,       1.1
간성,517,01-02,       0.1,       4.2,      -4.6,       0.5,,,,,,,       2.3
평창,526,01-02,      -4.9,       1.8,     -10.8,       0.3,,,,,,,       1.1
의정부,532,01-02,      -3.5,       1.7,      -8.7,       0.2,,,,,,,       0.9
횡성,536,01-02,      -4.5,       2.2,     -10.4,       0.6,,,,,,,       1.0
고양,540,01-02,      -3.4,       2.0,      -8.7,       0.3,,,,,,,       1.3
남양주,541,01-02,      -3.9,       2.5,      -9.8,       0.4,,,,,,,       1.0
안산,545,01-02,      -3.0,       2.4,      -8.7,       0.4,,,,,,,       1.7
경기광주,546,01-02,      -3.2,       2.1,      -8.2,       0.4,,,,,,,       1.4
여주,548,01-02,      -3.6,       1.9,      -8.7,       0.2,,,,,,,       1.3
용인,549,01-02,      -3.2,       2.6,      -8.3,       0.4,,,,,,,       1.2
오산,550,01-02,      -2.7,       2.5,      -7.5,       0.4,,,,,,,       1.2
평택,551,01-02,      -1.7,       3.0,      -6.5,       0.2,,,,,,,       1.7
화천,555,01-02,      -5.4,       1.8,     -11.3,       0.4,,,,,,,       1.1
양구,556,01-02,      -5.6,       1.5,     -11.8,       0.3,,,,,,,       1.0
시흥,565,01-02,      -1.7,       2.6,      -6.2,       0.4,,,,,,,       1.5
구리,569,01-02,      -2.6,       2.2,      -6.9,       0.3,,,,,,,       1.4
금곡,570,01-02,      -2.8,       2.1,      -7.2,       0.3,,,,,,,       1.2
화성,571,01-02,      -1.8,       2.6,      -6.2,       0.3,,,,,,,       1.3
성남,572,01-02,      -2.0,       2.5,      -6.0,       0.4,,,,,,,       1.4
과천,590,01-02,      -2.3,       2.7,      -7.0,       0.4,,,,,,,       1.6
진부령,595,01-02,      -5.2,      -1.1,      -9.2,       0.4,,,,,,,       4.1
양주,598,01-02,      -4.8,       1.6,     -10.7,       0.3,,,,,,,       1.1
단양,601,01-02,      -3.2,       2.2,      -8.2,       0.3,,,,,,,       0.8
진천,602,01-02,      -2.4,       3.3,      -7.7,       0.3,,,,,,,       1.2
괴산,603,01-02,      -3.4,       3.1,      -9.3,       0.3,,,,,,,       1.0
옥천,604,01-02,      -2.1,       3.8,      -7.4,       0.3,,,,,,,       1.1
홍북,608,01-02,      -1.6,       3.5,      -6.4,       0.3,,,,,,,       1.4
세종연서,611,01-02,      -2.5,       4.0,      -7.8,       0.2,,,,,,,       1.2
공주,612,01-02,      -2.1,       3.8,      -7.3,       0.3,,,,,,,       1.2
서천,614,01-02,      -0.8,       4.4,      -5.5,       0.4,,,,,,,       1.4
논산,615,01-02,      -1.6,       4.4,      -7.3,       0.2,,,,,,,       1.3
당진,616,01-02,      -1.4,       3.1,      -5.9,       0.3,,,,,,,       2.1
청양,618,01-02,      -2.3,       3.8,      -8.0,       0.4,,,,,,,       1.2
음성,619,01-02,      -3.8,       2.6,      -9.8,       0.4,,,,,,,       1.3
증평,623,01-02,      -3.0,       2.7,      -8.4,       0.3,,,,,,,       1.1
태안,627,01-02,       0.1,       3.8,      -3.7,       0.3,,,,,,,       1.9
예산,628,01-02,      -1.6,       3.2,      -6.1,       0.2,,,,,,,       1.8
아산,634,01-02,      -1.6,       3.1,      -5.9,       0.2,,,,,,,       1.8
계룡,636,01-02,      -2.6,       3.8,      -8.8,       0.3,,,,,,,       1.0
오월드,642,01-02,      -0.6,       4.6,      -4.9,       0.2,,,,,,,       1.1
세천,643,01-02,      -2.0,       3.9,      -7.2,       0.2,,,,,,,       1.0
장동,648,01-02,      -2.1,       3.8,      -6.9,       0.2,,,,,,,       0.8
부평,649,01-02,      -3.4,       2.1,      -8.2,       0.0,,,,,,,       0.7
연천청산,652,01-02,      -5.0,       1.4,     -10.6,       0.3,,,,,,,       0.9
양양,670,01-02,       0.6,       4.5,      -3.1,       0.5,,,,,,,       4.0
사북,674,01-02,      -5.9,      -1.5,      -9.7,       0.1,,,,,,,       3.6
무안,699,01-02,       0.6,       5.0,      -3.3,       0.5,,,,,,,       1.9
무주,701,01-02,      -2.8,       3.7,      -8.6,       0.2,,,,,,,       1.2
익산,702,01-02,      -0.2,       4.9,      -5.4,       0.3,,,,,,,       1.3
진안,703,01-02,      -3.0,       3.4,      -9.1,       0.5,,,,,,,       1.3
담양,706,01-02,      -0.1,       5.5,      -5.4,       0.4,,,,,,,       1.6
광산,708,01-02,       0.4,       5.7,      -4.6,       0.5,,,,,,,       1.6
구례,709,01-02,       0.1,       6.0,      -5.1,       0.2,,,,,,,       1.8
나주,710,01-02,       0.2,       5.9,      -4.8,       0.7,,,,,,,       1.3
순천시,712,01-02,       2.5,       7.2,      -1.5,       0.0,,,,,,,       2.6
광양읍,713,01-02,       1.9,       7.5,      -2.9,       0.0,,,,,,,       2.0
조선대,722,01-02,       1.4,       5.7,      -2.4,       0.4,,,,,,,       1.8
거문도,723,01-02,       5.7,       8.2,       3.2,       0.2,,,,,,,       5.7
추자도,724,01-02,       5.8,       8.1,       3.5,       0.4,,,,,,,       5.0
장성,730,01-02,      -0.5,       5.2,      -5.2,       0.5,,,,,,,       1.4
영암,731,01-02,       0.7,       6.0,      -3.9,       0.4,,,,,,,       1.8
보성,732,01-02,      -0.1,       5.7,      -5.6,       0.1,,,,,,,       1.9
완주,734,01-02,      -0.9,       5.0,      -6.2,       0.3,,,,,,,       1.5
김제,737,01-02,       0.1,       4.8,      -4.3,       0.4,,,,,,,       1.9
화순,741,01-02,       0.1,       5.8,      -4.9,       0.4,,,,,,,       1.4
함평,754,01-02,       1.0,       6.2,      -3.6,       0.6,,,,,,,       1.4
곡성,768,01-02,      -1.0,       5.3,      -5.8,       0.2,,,,,,,       1.4
성판악,782,01-02,       0.0,       3.2,      -2.7,       2.3,,,,,,,       3.6
풍암,788,01-02,       0.4,       5.4,      -4.0,       0.6,,,,,,,       1.1
압해도,789,01-02,       2.1,       6.0,      -1.4,       0.3,,,,,,,       3.4
영양,801,01-02,      -2.3,       4.2,      -8.5,       0.1,,,,,,,       1.8
성주,810,01-02,      -1.2,       5.8,      -7.7,       0.1,,,,,,,       1.5
고령,812,01-02,      -1.1,       6.5,      -7.8,       0.1,,,,,,,       0.8
청도,813,01-02,      -1.2,       6.3,      -7.1,       0.1,,,,,,,       1.6
예천,815,01-02,      -2.1,       4.2,      -8.2,       0.1,,,,,,,       1.4
김천,822,01-02,      -1.4,       4.9,      -7.2,       0.1,,,,,,,       1.5
군위,823,01-02,      -2.5,       4.4,      -8.7,       0.1,,,,,,,       1.6
칠곡,825,01-02,      -0.4,       5.7,      -6.0,       0.0,,,,,,,       2.1
경산,827,01-02,       0.7,       6.0,      -4.1,       0.0,,,,,,,       1.9
달성,828,01-02,       0.6,       6.9,      -4.5,       0.1,,,,,,,       1.7
대구서구,846,01-02,       0.7,       5.9,      -3.8,       0.1,,,,,,,       1.7
신암,860,01-02,       1.3,       6.4,      -2.9,       0.1,      49.3,       6.7,       2.8,,    1015.4,    1023.0,       2.5
완산,864,01-02,       0.2,       5.3,      -4.1,       0.5,      66.7,       5.0,       4.1,       1.0,    1016.9,    1023.8,       1.5
삼척,876,01-02,       1.9,       6.1,      -1.7,       1.0,,,,,,,       2.3
울기,901,01-02,       3.6,       7.9,      -0.3,       0.3,,,,,,,       2.3
삼천포,907,01-02,       3.0,       7.2,      -0.9,       0.1,,,,,,,       2.4
영도,910,01-02,       3.9,       7.4,       0.1,       0.2,,,,,,,       2.9
고성,918,01-02,       1.8,       8.1,      -3.9,       0.1,,,,,,,       1.8
창녕,919,01-02,      -0.7,       7.0,      -7.1,       0.0,,,,,,,       1.6
함안,920,01-02,      -0.8,       8.0,      -7.5,       0.1,,,,,,,       1.0
가덕도,921,01-02,       4.0,       7.8,       0.9,       0.0,,,,,,,       4.6
기장,923,01-02,       3.1,       8.5,      -2.0,       0.3,,,,,,,       1.9
간절곶,924,01-02,       4.0,       8.3,      -0.1,       0.3,,,,,,,       2.9
하동,932,01-02,       1.7,       7.6,      -3.4,       0.1,,,,,,,       1.8
해운대,937,01-02,       4.1,       8.9,      -0.3,       0.1,,,,,,,       2.5
부산진,938,01-02,       2.9,       7.3,      -1.0,       0.1,,,,,,,       2.4
동래,940,01-02,       3.3,       8.1,      -0.7,       0.1,,,,,,,       2.1
북구,941,01-02,       2.3,       7.1,      -1.9,       0.0,,,,,,,       1.7
부산남구,942,01-02,       3.7,       7.8,      -0.2,       0.0,,,,,,,       2.2
정자,949,01-02,       2.8,       7.9,      -2.1,       0.2,,,,,,,       3.0
속초,90,01-03,       0.8,       4.9,      -3.2,       0.6,      44.6,       6.4,,,    1018.6,    1020.9,       2.7
철원,95,01-03,      -5.6,       0.8,     -11.7,       0.7,      68.1,       5.5,,,    1004.6,    1024.5,       1.3
동두천,98,01-03,      -3.9,       2.5,      -9.2,       0.4,      62.1,       5.9,,,    1010.6,    1025.0,       1.3
파주,99,01-03,      -4.9,       1.7,     -10.9,       0.2,      67.2,       6.2,,,    1021.6,    1025.5,       1.2
대관령,100,01-03,      -6.6,      -1.4,     -12.0,       0.6,      63.9,       6.7,,,     923.0,    1022.9,       5.3
춘천,101,01-03,      -4.1,       1.8,      -9.3,       0.5,      69.4,       5.4,,,    1014.5,    1024.4,       1.1
백령도,102,01-03,      -0.8,       1.6,      -2.8,       0.6,      64.7,       4.2,       5.4,,    1007.8,    1025.5,       4.4
강릉,105,01-03,       1.5,       5.9,      -2.1,       0.5,      42.5,       6.5,,,    1017.9,    1021.2,       3.7
동해,106,01-03,       1.8,       6.2,      -2.2,       1.0,      43.1,       6.3,,,    1016.1,    1020.7,       2.8
서울,108,01-03,      -1.9,       2.2,      -5.4,       0.5,      56.7,       5.3,       3.7,       1.3,    1013.5,    1024.6,       2.3
인천,112,01-03,      -1.2,       2.5,      -4.5,       0.5,      61.8,       5.8,       3.7,       1.5,    1015.5,    1024.3,       3.1
원주,114,01-03,      -3.0,       2.4,      -7.9,       0.4,      64.4,       5.3,,,    1005.3,    1024.4,       0.9
울릉도,115,01-03,       2.4,       5.1,       0.2,       3.6,      66.8,       3.5,       6.7,       1.4,     992.8,    1020.3,       3.4
수원,119,01-03,      -1.9,       3.0,      -6.5,       0.6,      63.6,       5.5,       3.7,       1.2,    1020.3,    1024.8,       1.6
영월,121,01-03,      -3.6,       2.6,      -9.2,       0.5,      64.1,       5.8,,,     993.6,    1024.1,       1.3
충주,127,01-03,      -3.2,       2.6,      -8.2,       0.4,      67.5,       5.1,,,    1012.4,    1024.8,       1.4
서산,129,01-03,      -1.1,       3.8,      -5.8,       0.8,      71.6,       4.8,,,    1021.5,    1024.7,       2.1
울진,130,01-03,       1.9,       7.2,      -2.5,       1.0,      45.5,       6.8,,,    1014.8,    1021.0,       3.6
